Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,Engine Cylinders,city mpg,Popularity,MSRP,Engine HP
Nissan,Altima,2016,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,4,27,2009,28570,182
Nissan,Altima,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,6,22,2009,27990,270
Nissan,Altima,2016,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,6,22,2009,32690,270
Nissan,Altima,2017,regular unleaded,179,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,4,27,2009,25460,179
Nissan,Altima,2017,regular unleaded,179,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,4,27,2009,22500,179
Nissan,Altima,2017,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,6,22,2009,32690,270
Nissan,Altima,2017,regular unleaded,179,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,4,27,2009,22900,179
Nissan,Altima,2017,regular unleaded,270,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,32,6,22,2009,27990,270
Nissan,Altima,2017,regular unleaded,179,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,4,26,2009,24470,179
Nissan,Altima,2017,regular unleaded,179,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,4,27,2009,28570,179
Kia,Amanti,2007,regular unleaded,264,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,24,6,17,1720,25495,264
Kia,Amanti,2008,regular unleaded,264,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,24,6,17,1720,25495,264
Kia,Amanti,2009,regular unleaded,264,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,24,6,17,1720,26045,264
Mercedes-Benz,AMG GT,2016,premium unleaded (required),503,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,22,8,16,617,129900,503
Mercedes-Benz,AMG GT,2017,premium unleaded (required),503,8,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,22,8,16,617,131200,503
Mercedes-Benz,AMG GT,2017,premium unleaded (required),456,8,AUTOMATIC,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Coupe,22,8,16,617,111200,456
Nissan,Armada,2014,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,19,8,13,2009,37590,317
Nissan,Armada,2014,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,18,8,12,2009,52860,317
Nissan,Armada,2014,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,19,8,13,2009,42680,317
Nissan,Armada,2014,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,18,8,12,2009,45580,317
Nissan,Armada,2014,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,18,8,12,2009,42890,317
Nissan,Armada,2014,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,19,8,13,2009,49960,317
Nissan,Armada,2015,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,19,8,13,2009,50780,317
Nissan,Armada,2015,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,8,12,2009,53680,317
Nissan,Armada,2015,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,8,12,2009,43810,317
Nissan,Armada,2015,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,8,12,2009,46500,317
Nissan,Armada,2015,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,19,8,13,2009,49880,317
Nissan,Armada,2015,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,19,8,13,2009,43600,317
Nissan,Armada,2015,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,19,8,13,2009,38510,317
Nissan,Armada,2015,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,8,12,2009,52780,317
Nissan,Armada,2017,regular unleaded,390,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,19,8,14,2009,49650,390
Nissan,Armada,2017,regular unleaded,390,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,19,8,14,2009,57590,390
Nissan,Armada,2017,regular unleaded,390,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,8,13,2009,60490,390
Nissan,Armada,2017,regular unleaded,390,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,8,13,2009,52550,390
Nissan,Armada,2017,regular unleaded,390,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,19,8,14,2009,44900,390
Nissan,Armada,2017,regular unleaded,390,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,18,8,13,2009,47800,390
Bentley,Arnage,2007,premium unleaded (required),450,8,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,15,8,10,520,221990,450
Bentley,Arnage,2007,premium unleaded (required),500,8,AUTOMATIC,rear wheel drive,4,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Sedan,15,8,10,520,242990,500
Bentley,Arnage,2007,premium unleaded (required),450,8,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,14,8,10,520,263990,450
Bentley,Arnage,2008,premium unleaded (required),450,8,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,15,8,9,520,263990,450
Bentley,Arnage,2008,premium unleaded (required),500,8,AUTOMATIC,rear wheel drive,4,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Sedan,15,8,10,520,242990,500
Bentley,Arnage,2008,premium unleaded (required),450,8,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,15,8,10,520,221990,450
Bentley,Arnage,2009,premium unleaded (required),500,8,AUTOMATIC,rear wheel drive,4,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Sedan,14,8,10,520,270990,500
Bentley,Arnage,2009,premium unleaded (required),450,8,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,14,8,10,520,224990,450
Bentley,Arnage,2009,premium unleaded (required),500,8,AUTOMATIC,rear wheel drive,4,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Sedan,14,8,10,520,246990,500
Bentley,Arnage,2009,premium unleaded (required),450,8,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,15,8,9,520,267990,450
Chrysler,Aspen,2007,regular unleaded,235,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,4dr SUV,17,8,13,1013,30935,235
Chrysler,Aspen,2007,regular unleaded,235,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,8,12,1013,33810,235
Chrysler,Aspen,2008,regular unleaded,302,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,19,8,14,1013,32905,302
Chrysler,Aspen,2008,regular unleaded,302,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,8,13,1013,35780,302
Chrysler,Aspen,2009,regular unleaded,385,8,AUTOMATIC,four wheel drive,4,Hybrid,Large,4dr SUV,22,8,20,1013,45270,385
Chrysler,Aspen,2009,regular unleaded,303,8,AUTOMATIC,four wheel drive,4,Performance,Large,4dr SUV,18,8,13,1013,37115,303
Chrysler,Aspen,2009,regular unleaded,303,8,AUTOMATIC,rear wheel drive,4,Performance,Large,4dr SUV,19,8,14,1013,34730,303
Ford,Aspire,1995,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,4,31,5657,2000,63
Ford,Aspire,1995,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,4,31,5657,2000,63
Ford,Aspire,1995,regular unleaded,63,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,4,31,5657,2000,63
Ford,Aspire,1996,regular unleaded,63,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,4,29,5657,2000,63
Ford,Aspire,1996,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,4,29,5657,2000,63
Ford,Aspire,1997,regular unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,4,29,5657,2000,63
Ford,Aspire,1997,regular unleaded,63,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,4,29,5657,2000,63
Chevrolet,Astro Cargo,2003,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Minivan,21,6,15,1385,22050,190
Chevrolet,Astro Cargo,2003,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,N/A,Large,Cargo Minivan,18,6,14,1385,24450,190
Chevrolet,Astro Cargo,2004,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,N/A,Large,Cargo Minivan,18,6,14,1385,25195,190
Chevrolet,Astro Cargo,2004,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Minivan,19,6,14,1385,22695,190
Chevrolet,Astro Cargo,2005,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Cargo Minivan,20,6,15,1385,22930,190
Chevrolet,Astro Cargo,2005,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,N/A,Large,Cargo Minivan,18,6,14,1385,25430,190
Chevrolet,Astro,2003,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,N/A,Large,Passenger Minivan,16,6,12,1385,25690,190
Chevrolet,Astro,2003,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Passenger Minivan,19,6,14,1385,23690,190
Chevrolet,Astro,2004,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,N/A,Large,Passenger Minivan,16,6,12,1385,26195,190
Chevrolet,Astro,2004,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Passenger Minivan,19,6,14,1385,24195,190
Chevrolet,Astro,2005,regular unleaded,190,6,AUTOMATIC,rear wheel drive,3,N/A,Large,Passenger Minivan,20,6,14,1385,24430,190
Chevrolet,Astro,2005,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,N/A,Large,Passenger Minivan,16,6,12,1385,26430,190
Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,Coupe,28,6,18,1624,48165,321
Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,Coupe,26,6,18,1624,50165,321
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,31,4,21,1624,37995,272
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,29,4,20,1624,40445,272
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,29,4,20,1624,46935,272
Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,Coupe,26,6,18,1624,51435,321
Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,Coupe,28,6,18,1624,45150,321
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,31,4,21,1624,47095,272
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,29,4,20,1624,48205,272
Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,Coupe,26,6,18,1624,47750,321
Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,Coupe,28,6,18,1624,50325,321
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,31,4,21,1624,41920,272
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,31,4,21,1624,44935,272
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,29,4,20,1624,44520,272
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,31,4,22,1624,47605,272
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,31,4,22,1624,41920,272
Cadillac,ATS Coupe,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,30,6,20,1624,48675,335
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,30,4,22,1624,48715,272
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,31,4,22,1624,45445,272
Cadillac,ATS Coupe,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,30,6,20,1624,45150,335
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,30,4,22,1624,40445,272
Cadillac,ATS Coupe,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,6,19,1624,47750,335
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,30,4,22,1624,47445,272
Cadillac,ATS Coupe,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,6,19,1624,50675,335
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,31,4,22,1624,37995,272
Cadillac,ATS Coupe,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,6,19,1624,51945,335
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,30,4,22,1624,44520,272
Cadillac,ATS Coupe,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,30,6,20,1624,50835,335
Cadillac,ATS Coupe,2017,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,30,4,22,1624,43395,272
Cadillac,ATS Coupe,2017,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,31,4,22,1624,37595,272
Cadillac,ATS Coupe,2017,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Compact,Coupe,30,4,22,1624,39995,272
Cadillac,ATS Coupe,2017,regular unleaded,335,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,30,6,20,1624,49495,335
Cadillac,ATS Coupe,2017,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,31,4,22,1624,41395,272
Cadillac,ATS Coupe,2017,regular unleaded,335,6,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,30,6,20,1624,46995,335
Cadillac,ATS Coupe,2017,regular unleaded,335,6,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Compact,Coupe,27,6,19,1624,48995,335
Cadillac,ATS-V,2016,premium unleaded (recommended),464,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,23,6,17,1624,62665,464
Cadillac,ATS-V,2016,premium unleaded (recommended),464,6,MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,23,6,17,1624,60465,464
Cadillac,ATS-V,2017,premium unleaded (recommended),464,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,23,6,16,1624,62895,464
Cadillac,ATS-V,2017,premium unleaded (recommended),464,6,MANUAL,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,23,6,16,1624,60695,464
Cadillac,ATS,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Compact,Sedan,28,4,20,1624,41340,272
Cadillac,ATS,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Compact,Sedan,30,4,21,1624,39340,272
Cadillac,ATS,2015,regular unleaded,202,4,AUTOMATIC,rear wheel drive,4,Luxury,Compact,Sedan,33,4,21,1624,33215,202
Cadillac,ATS,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Compact,Sedan,30,4,21,1624,45615,272
Cadillac,ATS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,High-Performance",Compact,Sedan,28,6,18,1624,47615,321
Cadillac,ATS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,High-Performance",Compact,Sedan,28,6,18,1624,44660,321
Cadillac,ATS,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Compact,Sedan,28,4,20,1624,46715,272
Cadillac,ATS,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Compact,Sedan,28,4,20,1624,37245,272
Cadillac,ATS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,High-Performance",Compact,Sedan,28,6,18,1624,41340,321
Cadillac,ATS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Luxury,High-Performance",Compact,Sedan,26,6,18,1624,46660,321
Cadillac,ATS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Luxury,High-Performance",Compact,Sedan,26,6,18,1624,48715,321
Cadillac,ATS,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Compact,Sedan,28,4,20,1624,44660,272
Cadillac,ATS,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Compact,Sedan,30,4,21,1624,35245,272
Cadillac,ATS,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Compact,Sedan,30,4,21,1624,42660,272
Cadillac,ATS,2015,regular unleaded,202,4,AUTOMATIC,rear wheel drive,4,Luxury,Compact,Sedan,33,4,21,1624,37340,202
Cadillac,ATS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Luxury,High-Performance",Compact,Sedan,26,6,18,1624,43340,321
Cadillac,ATS,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,30,6,20,1624,41340,335
Cadillac,ATS,2016,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,4,22,1624,46110,272
Cadillac,ATS,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,30,6,20,1624,45155,335
Cadillac,ATS,2016,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,4,22,1624,39340,272
Cadillac,ATS,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,28,6,19,1624,47155,335
Cadillac,ATS,2016,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,4,22,1624,43155,272
Cadillac,ATS,2016,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,4,22,1624,37245,272
Cadillac,ATS,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,30,6,20,1624,48110,335
Cadillac,ATS,2016,regular unleaded,202,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,32,4,22,1624,37340,202
Cadillac,ATS,2016,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,4,22,1624,35245,272
Cadillac,ATS,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,28,6,19,1624,43340,335
Cadillac,ATS,2016,regular unleaded,202,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,32,4,22,1624,33215,202
Cadillac,ATS,2016,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,4,22,1624,47210,272
Cadillac,ATS,2016,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,4,22,1624,41340,272
Cadillac,ATS,2016,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,4,22,1624,45155,272
Cadillac,ATS,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,28,6,19,1624,49210,335
Cadillac,ATS,2017,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,30,6,20,1624,46995,335
Cadillac,ATS,2017,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,4,22,1624,40395,272
Cadillac,ATS,2017,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,30,6,20,1624,43995,335
Cadillac,ATS,2017,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,27,6,19,1624,45995,335
Cadillac,ATS,2017,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,4,22,1624,34595,272
Cadillac,ATS,2017,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,4,22,1624,36595,272
Cadillac,ATS,2017,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,4,22,1624,38395,272
Oldsmobile,Aurora,2001,premium unleaded (required),250,8,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,23,8,15,26,34794,250
Oldsmobile,Aurora,2001,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,25,6,17,26,30619,215
Oldsmobile,Aurora,2002,regular unleaded,215,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,25,6,16,26,31615,215
Oldsmobile,Aurora,2002,premium unleaded (required),250,8,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,24,8,16,26,35085,250
Oldsmobile,Aurora,2003,premium unleaded (required),250,8,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,24,8,15,26,34725,250
Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,45815,320
Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,35725,320
Chevrolet,Avalanche,2010,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,38830,320
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,39405,320
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,46195,320
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,39350,320
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,49500,320
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,42455,320
Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,36300,320
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,40195,320
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,43245,320
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,47000,320
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,39850,320
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,36800,320
Chevrolet,Avalanche,2012,flex-fuel (unleaded/E85),320,8,AUTOMATIC,four wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,8,15,1385,50305,320
Toyota,Avalon Hybrid,2015,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,4,40,2031,37800,200
Toyota,Avalon Hybrid,2015,regular unleaded,200,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,39,4,40,2031,41700,200
